city,year,crime_original,crime_name,crime_section,incidences,rate
Ludhiana,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,102,7.3
Ludhiana,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,41,2.9
Ludhiana,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),5,0.4
Madurai,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",15,1.3
Madurai,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,9,0.8
Madurai,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,6,0.5
Madurai,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),0,0
Meerut,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",93,8
Meerut,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,75,6.4
Meerut,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,18,1.5
Meerut,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),4,0.3
Mumbai,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",194,1.2
Mumbai,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,146,0.9
Mumbai,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,48,0.3
Mumbai,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),35,0.2
Nagpur,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",57,2.7
Nagpur,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,34,1.6
Nagpur,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,23,1.1
Nagpur,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),13,0.6
Nasik,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",27,2.3
Nasik,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,19,1.6
Nasik,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,8,0.7
Nasik,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),24,2.1
Patna,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",183,10.7
Patna,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,58,3.4
Patna,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,125,7.3
Patna,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),15,0.9
Pune,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",129,3.4
Pune,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,94,2.5
Pune,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,35,0.9
Pune,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),30,0.8
Rajkot,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",39,3.9
Rajkot,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,32,3.2
Rajkot,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,7,0.7
Rajkot,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),9,0.9
Surat,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",82,2.9
Surat,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,63,2.2
Surat,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,19,0.7
Surat,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),12,0.4
Vadodara,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",36,2.4
Vadodara,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,30,2
Vadodara,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,6,0.4
Vadodara,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),9,0.6
Varanasi,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",48,4
Varanasi,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,34,2.8
Varanasi,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,14,1.2
Varanasi,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),0,0
Vijayawada,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",87,8.6
Vijayawada,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,65,6.4
Vijayawada,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,22,2.2
Vijayawada,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),3,0.3
Vishakhapatnam,2010,"Kidnapping & Abduction (Sec. 363-369, 371-373 IPC",Kidnapping & abduction,"(Sec. 363-369, 371-373 IPC)",34,2.6
Vishakhapatnam,2010,Kidnapping & Abduction of women and girls,Kidnapping & abduction of women and girls,,24,1.8
Vishakhapatnam,2010,Kidnapping & Abduction of others,Kidnapping & abduction of others,,10,0.8
Vishakhapatnam,2010,Dacoity (Sec. 395-398 IPC),Dacoity,(Sec. 395-398 IPC),8,0.6
Agra,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Agra,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",37,2.8
Agra,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",132,10
Ahmedabad,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),2,0
Ahmedabad,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",805,17.8
Ahmedabad,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",799,17.7
Allahabad,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Allahabad,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",22,2.1
Allahabad,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",129,12.3
Amritsar,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),18,1.8
Amritsar,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",9,0.9
Amritsar,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",83,8.2
Asansol,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),64,5.9
Asansol,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",5,0.5
Asansol,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",5,0.5
Bengaluru,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),246,4.3
Bengaluru,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",641,11.3
Bengaluru,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",1335,23.5
Bhopal,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Bhopal,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",191,13.1
Bhopal,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",844,58
Chennai,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),2,0
Chennai,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",74,1.2
Chennai,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",383,6
Coimbatore,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Coimbatore,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",25,1.7
Coimbatore,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",142,9.8
Delhi City,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),27,0.2
Delhi City,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",554,4.3
Delhi City,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",1355,10.6
Dhanbad,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Dhanbad,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",11,1
Dhanbad,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",101,9.5
Faridabad,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),70,6.6
Faridabad,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",20,1.9
Faridabad,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",277,26.3
Hyderabad,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Hyderabad,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",54,1
Hyderabad,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",906,16.4
Indore,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),12,0.7
Indore,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",210,12.8
Indore,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",689,42
Jabalpur,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),7,0.6
Jabalpur,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",52,4.7
Jabalpur,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",260,23.3
Jaipur,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),10,0.4
Jaipur,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",253,10.9
Jaipur,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",774,33.3
Jamshedpur,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0.1
Jamshedpur,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",25,2.3
Jamshedpur,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",150,13.6
Kanpur,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),1,0
Kanpur,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",81,3
Kanpur,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",267,9.9
Kochi,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),15,1.1
Kochi,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",34,2.5
Kochi,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",79,5.8
Kolkata,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),26,0.2
Kolkata,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",18,0.1
Kolkata,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",66,0.5
Lucknow,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),4,0.2
Lucknow,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",86,3.8
Lucknow,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",415,18.3
Ludhiana,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),5,0.4
Ludhiana,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",30,2.2
Ludhiana,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",213,15.3
Madurai,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Madurai,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",77,6.4
Madurai,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",65,5.4
Meerut,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Meerut,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",118,10.1
Meerut,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",109,9.3
Mumbai,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),42,0.3
Mumbai,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",410,2.5
Mumbai,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",3059,18.7
Nagpur,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),13,0.6
Nagpur,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",259,12.2
Nagpur,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",599,28.2
Nasik,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),13,1.1
Nasik,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",117,10.2
Nasik,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",528,45.8
Patna,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Patna,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",131,7.7
Patna,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",479,28.1
Pune,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),31,0.8
Pune,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",452,12
Pune,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",1250,33.3
Rajkot,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Rajkot,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",34,3.4
Rajkot,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",243,24.3
Surat,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),7,0.2
Surat,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",80,2.8
Surat,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",273,9.7
Vadodara,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vadodara,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",19,1.3
Vadodara,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",319,21.4
Varanasi,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),2,0.2
Varanasi,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",9,0.7
Varanasi,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",41,3.4
Vijayawada,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vijayawada,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",20,2
Vijayawada,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",228,22.6
Vishakhapatnam,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,Preparation & assembly for dacoity,(Sec. 399-402 IPC),0,0
Vishakhapatnam,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",Robbery,"(Sec. 392-394,397,398 IPC)",40,3
Vishakhapatnam,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",Burglary,"(Sec. 449-452,454,455, 457-460 IPC)",335,25.2
Agra,2010,Total theft,Theft,,1706,129.1
Agra,2010,Auto Theft,Auto theft,,1400,106
Agra,2010,Other Theft,Other theft,,306,23.2
Agra,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",129,9.8
Ahmedabad,2010,Total theft,Theft,,4659,103.1
Ahmedabad,2010,Auto Theft,Auto theft,,3101,68.6
Ahmedabad,2010,Other Theft,Other theft,,1558,34.5
Ahmedabad,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",171,3.8
Allahabad,2010,Total theft,Theft,,614,58.5
Allahabad,2010,Auto Theft,Auto theft,,481,45.8
Allahabad,2010,Other Theft,Other theft,,133,12.7
Allahabad,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",42,4
Amritsar,2010,Total theft,Theft,,257,25.4
Amritsar,2010,Auto Theft,Auto theft,,104,10.3
Amritsar,2010,Other Theft,Other theft,,153,15.1
Amritsar,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",0,0
Asansol,2010,Total theft,Theft,,323,29.6
Asansol,2010,Auto Theft,Auto theft,,175,16
Asansol,2010,Other Theft,Other theft,,148,13.6
Asansol,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",49,4.5
Bengaluru,2010,Total theft,Theft,,10568,185.8
Bengaluru,2010,Auto Theft,Auto theft,,6407,112.7
Bengaluru,2010,Other Theft,Other theft,,4161,73.2
Bengaluru,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",349,6.1
Bhopal,2010,Total theft,Theft,,2443,167.9
Bhopal,2010,Auto Theft,Auto theft,,1556,106.9
Bhopal,2010,Other Theft,Other theft,,887,61
Bhopal,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",83,5.7
Chennai,2010,Total theft,Theft,,1540,24
Chennai,2010,Auto Theft,Auto theft,,234,3.6
Chennai,2010,Other Theft,Other theft,,1306,20.3
Chennai,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",60,0.9
Coimbatore,2010,Total theft,Theft,,1084,75
Coimbatore,2010,Auto Theft,Auto theft,,497,34.4
Coimbatore,2010,Other Theft,Other theft,,587,40.6
Coimbatore,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",23,1.6
Delhi City,2010,Total theft,Theft,,21373,167.1
Delhi City,2010,Auto Theft,Auto theft,,13842,108.2
Delhi City,2010,Other Theft,Other theft,,7531,58.9
Delhi City,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",46,0.4
Dhanbad,2010,Total theft,Theft,,441,41.4
Dhanbad,2010,Auto Theft,Auto theft,,252,23.7
Dhanbad,2010,Other Theft,Other theft,,189,17.8
Dhanbad,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",55,5.2
Faridabad,2010,Total theft,Theft,,1672,158.5
Faridabad,2010,Auto Theft,Auto theft,,1352,128.2
Faridabad,2010,Other Theft,Other theft,,320,30.3
Faridabad,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",178,16.9
Hyderabad,2010,Total theft,Theft,,4916,88.8
Hyderabad,2010,Auto Theft,Auto theft,,1543,27.9
Hyderabad,2010,Other Theft,Other theft,,3373,61
Hyderabad,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",513,9.3
Indore,2010,Total theft,Theft,,3462,211.2
Indore,2010,Auto Theft,Auto theft,,2681,163.6
Indore,2010,Other Theft,Other theft,,781,47.7
Indore,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",53,3.2
Jabalpur,2010,Total theft,Theft,,641,57.4
Jabalpur,2010,Auto Theft,Auto theft,,443,39.7
Jabalpur,2010,Other Theft,Other theft,,198,17.7
Jabalpur,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",Riots,"(Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC)",50,4.5
